Date,Open,High,Low,Close,Adj Close,Volume,Change
2003-06-02,41013.36328,42975.72656,41013.36328,42975.72656,35957.46094,3258114,8.01
2003-06-03,42583.25391,43760.67188,42485.13672,43122.90234,36080.60547,2636210,0.34
2003-06-04,43711.60938,43760.67188,41994.54297,42877.60938,35875.36719,1181229,-0.57
2003-06-05,43368.19922,43466.31641,42779.48828,42877.60938,35875.36719,1133939,0
2003-06-09,42239.83984,43319.14063,42092.66406,43171.96094,36121.64453,1091439,0.69
2003-06-10,43073.84375,43956.90625,42779.48828,43662.55078,36532.12891,1484129,1.14
2003-06-11,44153.14453,45134.32422,43956.90625,44545.61328,37270.97266,1774698,2.02
2003-06-12,45036.20703,45183.38281,44300.32031,44447.49609,37188.88672,1453248,-0.22
2003-06-13,44839.96875,45085.26563,43319.14063,44447.49609,37188.88672,1525202,0
2003-06-16,44055.02344,44055.02344,43368.19922,43564.43359,36450.03516,684990,-1.99
2003-06-17,44741.85156,44741.85156,43760.67188,44153.14453,36942.60156,1325749,1.35
2003-06-18,44153.14453,46606.09375,44153.14453,46606.09375,38994.95703,2476301,5.56
2003-06-19,47047.625,47930.6875,46115.50391,47440.09766,39692.77344,1839110,1.79
2003-06-20,46606.09375,48666.57422,46606.09375,47489.15625,39733.8125,1702540,0.1
2003-06-23,47489.15625,47685.39453,45821.14844,45821.14844,38338.20313,912981,-3.51
2003-06-24,44987.14844,45526.79688,44447.49609,45526.79688,38091.91797,1000834,-0.64
2003-06-25,45919.26953,47391.03906,44889.02734,46949.50781,39282.30078,1200390,3.12
2003-06-26,46115.50391,48666.57422,46115.50391,47734.45313,39939.05469,1396684,1.67
2003-06-27,48568.45703,49549.63672,48519.39844,49059.04688,41047.33594,2133755,2.77
2003-06-30,48617.51563,49647.75781,47979.75,48862.8125,40883.14453,953646,-0.4
2003-07-01,48764.69141,49353.40234,48175.98438,49353.40234,41293.62109,666136,1
2003-07-02,50138.34766,51021.41016,50138.34766,50138.34766,41950.37109,1437655,1.59
2003-07-03,51315.76172,51512,48960.92969,49647.75781,41539.91016,1388938,-0.98
2003-07-04,49745.875,50432.69922,48960.92969,50432.69922,42196.66406,647586,1.58
2003-07-07,51315.76172,51904.47266,50825.17188,51708.23438,43263.88672,909720,2.53
2003-07-08,52689.41797,52689.41797,51119.52734,52002.58984,43510.16797,1443974,0.57
2003-07-09,51806.35547,51806.35547,49745.875,50334.58203,42114.55859,1764914,-3.21
2003-07-10,49745.875,50530.82031,49451.51953,49843.99219,41704.08984,1162782,-0.97
2003-07-11,49059.04688,50236.46484,48421.28125,50236.46484,42032.46875,1010516,0.79
2003-07-14,49843.99219,50628.9375,49647.75781,50530.82031,42278.75,1223627,0.59
