Date,Open,High,Low,Close,Adj Close,Volume,Change
2014-01-09,39150,39250,38500,38850,34684.25,4456686,-0.38
2014-01-10,38450,38700,37700,38500,34371.77734,4661839,-0.9
2014-01-13,38350,39000,38150,38150,34059.30859,2173830,-0.91
2014-01-14,37750,38400,37350,38400,34282.5,2373406,0.66
2014-01-15,38700,38750,36450,36650,32720.14648,11312073,-4.56
2014-01-16,36900,37000,36050,36550,32630.86328,5058860,-0.27
2014-01-17,36600,36850,36000,36000,32139.8457,3390054,-1.5
2014-01-20,36050,36850,36050,36850,32898.69922,3038514,2.36
2014-01-21,36950,37100,36400,36400,32496.95703,2458095,-1.22
2014-01-22,36100,36350,35000,36300,32407.67188,8866139,-0.27
2014-01-23,36300,36650,35400,35400,31604.18164,5413166,-2.48
2014-01-24,35350,36150,35350,35900,32050.56445,4696232,1.41
2014-01-27,35100,35550,35000,35250,31470.26172,3810292,-1.81
2014-01-28,35550,36800,35250,36800,32854.05859,5134501,4.4
2014-01-29,37100,37900,37000,37850,33791.47656,5768140,2.85
2014-02-03,37500,38200,37450,37950,33880.75,3258954,0.26
2014-02-04,37350,37400,36500,36500,32586.23047,5123321,-3.82
2014-02-05,36900,37000,36000,36650,32720.14648,3722340,0.41
2014-02-06,37050,38600,37000,38600,34461.04297,6520048,5.32
2014-02-07,39300,39500,38900,39300,35085.99609,6263133,1.81
2014-02-10,39400,39950,39000,39000,34818.16016,2749618,-0.76
2014-02-11,39200,39600,38950,39000,34818.16016,1922133,0
2014-02-12,39600,39850,39200,39850,35577.01953,3365602,2.18
2014-02-13,39850,40200,39700,39900,35621.65625,3408592,0.13
2014-02-14,39950,40100,39000,39050,34862.79688,3144548,-2.13
2014-02-17,39450,39700,38400,38700,34550.33203,3462266,-0.9
2014-02-18,38800,39000,38550,38800,34639.60938,1740161,0.26
2014-02-19,38650,39400,38500,39150,34952.07422,2779561,0.9
2014-02-20,39400,39650,38700,38800,34639.60938,2634888,-0.89
2014-02-21,39250,39700,39050,39300,35085.99609,3222452,1.29
2014-02-24,39100,39350,38700,38850,34684.25,1853563,-1.15
2014-02-25,39000,39100,37850,38650,34505.6875,5377950,-0.51
2014-02-26,38500,39700,38450,39250,35041.35547,3372770,1.55
2014-02-27,39650,39650,39100,39500,35264.54688,2537038,0.64
2014-02-28,39700,39700,38550,38750,34594.96875,3571285,-1.9
2014-03-03,38300,38950,38200,38950,34773.52344,2334413,0.52
2014-03-04,38600,39050,38550,38950,34773.52344,1659174,0
2014-03-05,39600,39600,39200,39450,35219.91016,2287413,1.28
2014-03-06,39450,39450,38900,39100,34907.4375,1894702,-0.89
2014-03-07,39300,39350,38300,38550,34416.41016,3360351,-1.41
2014-03-10,38350,38650,37650,37700,33657.55859,3290391,-2.2
2014-03-11,37700,38200,37650,37750,33702.19922,2570762,0.13
2014-03-12,37550,38050,37350,37400,33389.71875,3136809,-0.93
2014-03-13,37800,38600,37700,38050,33970.03125,2831772,1.74
2014-03-14,37550,38300,37000,37950,33880.75,4047773,-0.26
2014-03-17,37400,37450,36600,36700,32764.78711,4053729,-3.29
2014-03-18,37200,37400,36350,36350,32452.31641,4067115,-0.95
2014-03-19,36850,37150,36550,37000,33032.61719,3174111,1.79
2014-03-20,36900,37400,36700,36950,32987.97656,1966739,-0.14
